genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3902,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",2007-10-01,I'm Not There.,6.6,202.0,Todd Haynes,"Cate Blanchett, Heath Ledger, Julianne Moore"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",13186,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,2007-08-25,Wrong Turn 2: Dead End,5.5,275.0,Joe Lynch,"Erica Leerhsen, Henry Rollins, Texas Battle"
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6537,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",2007-08-27,The Orphanage,7.1,652.0,Juan Antonio Bayona,"Belén Rueda, Fernando Cayo, Roger Príncep"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7326,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",2007-12-05,Juno,7.0,2313.0,Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1989,"Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own, their emotional turmoil ultimately helps her gain a greater understanding of her own problems...",2007-05-16,My Blueberry Nights,6.1,197.0,Wong Kar-wai,"Norah Jones, Jude Law, Natalie Portman"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7350,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007-12-25,The Bucket List,7.0,1138.0,Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes"
"[{'id': 18, 'name': 'Drama'}]",7979,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007-10-14,The Kite Runner,7.3,405.0,Marc Forster,"Khalid Abdalla, Atossa Leoni, Shaun Toub"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",13198,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip, with his Russian rocker friend, to find her. Their journey takes them through an absurd purgatory where they discover that being dead doesn't mean you have to stop livin'!",2006-01-24,Wristcutters: A Love Story,6.7,161.0,Goran Dukic,"Patrick Fugit, Shannyn Sossamon, Shea Whigham"
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",13885,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",2007-12-20,Sweeney Todd: The Demon Barber of Fleet Street,7.0,1745.0,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6637,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",2007-12-13,National Treasure: Book of Secrets,6.1,1782.0,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel"
"[{'id': 18, 'name': 'Drama'}]",7345,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",2007-12-28,There Will Be Blood,7.9,1581.0,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Dillon Freasier"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6538,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",2007-12-19,Charlie Wilson's War,6.5,342.0,Mike Nichols,"Tom Hanks, Philip Seymour Hoffman, Julia Roberts"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",440,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",2007-12-25,Aliens vs Predator: Requiem,4.9,758.0,Colin Strause,"Steven Pasquale, Reiko Aylesworth, John Ortiz"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",6575,Singer Dewey Cox overcomes adversity to become a musical legend.,2007-12-21,Walk Hard: The Dewey Cox Story,6.6,214.0,Jake Kasdan,"John C. Reilly, Jenna Fischer, Tim Meadows"
"[{'id': 18, 'name': 'Drama'}]",14047,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,2007-12-27,The Great Debaters,6.9,153.0,Denzel Washington,"Denzel Washington, Nate Parker, Forest Whitaker"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",54318,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,2007-12-25,The Water Horse,6.3,293.0,Jay Russell,"Alexander Nathan Etel, Emily Watson, Ben Chaplin"
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6023,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,2007-11-15,P.S. I Love You,7.0,1011.0,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6557,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,2008-01-10,27 Dresses,6.1,1013.0,Anne Fletcher,"Katherine Heigl, James Marsden, Malin Åkerman"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4787,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",2007-06-18,Cassandra's Dream,6.1,219.0,Woody Allen,"Colin Farrell, Ewan McGregor, Hayley Atwell"
"[{'id': 18, 'name': 'Drama'}]",7508,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",2007-12-21,Taare Zameen Par,7.7,194.0,Aamir Khan,"Darsheel Safary, Aamir Khan, Tisca Chopra"
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",8329,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,2007-04-10,[REC],7.1,954.0,Jaume Balagueró,"Manuela Velasco, Ferran Terraza, Martha Carbonell"
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2312,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",2007-11-29,In the Name of the King: A Dungeon Siege Tale,4.1,227.0,Uwe Boll,"Jason Statham, John Rhys-Davies, Ray Liotta"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",7191,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",2008-01-15,Cloverfield,6.4,2297.0,Matt Reeves,"Lizzy Caplan, Jessica Lucas, Odette Annable"
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",13252,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007-09-11,Cleaner,5.9,201.0,Renny Harlin,"Samuel L. Jackson, Ed Harris, Eva Mendes"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",11908,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",2006-04-27,Hatchet,5.7,161.0,Adam Green,"Joel David Moore, Tamara Feldman, Deon Richmond"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",14069,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",2006-07-15,The Girl Who Leapt Through Time,7.8,435.0,Mamoru Hosoda,"Riisa Naka, Takuya Ishida, Mitsutaka Itakura"
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6933,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",2008-01-04,One Missed Call,4.7,174.0,Eric Valette,"Shannyn Sossamon, Edward Burns, Ana Claudia Talancón"
"[{'id': 18, 'name': 'Drama'}]",8090,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",2008-01-22,Untraceable,5.9,241.0,Gregory Hoblit,"Diane Lane, Billy Burke, Colin Hanks"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7555,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008-01-24,Rambo,6.4,1009.0,Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden"
"[{'id': 35, 'name': 'Comedy'}]",7278,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",2008-01-24,Meet the Spartans,3.8,370.0,Jason Friedberg,"Sean Maguire, Carmen Electra, Ken Davitian"
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9030,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",2008-02-01,The Eye,5.5,284.0,David Moreau,"Jessica Alba, Alessandro Nivola, Parker Posey"
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",11253,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",2008-07-11,Hellboy II: The Golden Army,6.5,1555.0,Guillermo del Toro,"Ron Perlman, Selma Blair, Jeffrey Tambor"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8321,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",2008-02-08,In Bruges,7.4,1414.0,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ralph Fiennes"
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",13121,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",2007-01-19,Teeth,5.2,213.0,Mitchell Lichtenstein,"Jess Weixler, John Hensley, Josh Pais"
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",8676,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",2008-02-07,Fool's Gold,5.4,454.0,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland"
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",8247,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",2008-02-10,Jumper,5.9,1855.0,Doug Liman,"Hayden Christensen, Jamie Bell, Samuel L. Jackson"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8390,"When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",2008-02-08,"Definitely, Maybe",6.7,638.0,Adam Brooks,"Ryan Reynolds, Abigail Breslin, Elizabeth Banks"
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7461,The attempted assassination of the American President is told and re-told from several different perspectives.,2008-02-01,Vantage Point,6.3,731.0,Pete Travis,"Dennis Quaid, Matthew Fox, Forest Whitaker"
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",8204,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",2008-02-14,The Spiderwick Chronicles,6.3,593.0,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Nick Nolte"
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8328,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",2008-02-14,Step Up 2: The Streets,6.5,658.0,Jon M. Chu,"Briana Evigan, Robert Hoffman, Will Kemp"
"[{'id': 18, 'name': 'Drama'}]",12184,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.",2008-02-28,The Other Boleyn Girl,6.4,498.0,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana"
"[{'id': 35, 'name': 'Comedy'}]",13260,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",2008-02-28,Semi-Pro,5.4,255.0,Kent Alterman,"Will Ferrell, Maura Tierney, Woody Harrelson"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7942,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",2007-09-06,"Run, Fatboy, Run",6.2,241.0,David Schwimmer,"Simon Pegg, Thandie Newton, Hank Azaria"
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",7840,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,2008-02-22,"10,000 BC",5.1,934.0,Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis"
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8848,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",2008-02-28,The Bank Job,6.6,708.0,Roger Donaldson,"Jason Statham, Saffron Burrows, Stephen Campbell Moore"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",13460,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",2008-03-14,Doomsday,5.8,374.0,Neil Marshall,"Rhona Mitra, Bob Hoskins, Malcolm McDowell"
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",12222,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home",2008-03-03,Horton Hears a Who!,6.3,927.0,Jimmy Hayward,"Jim Carrey, Steve Carell, Carol Burnett"
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8461,"When Ann, husband George and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",2007-10-20,Funny Games,6.3,562.0,Michael Haneke,"Naomi Watts, Tim Roth, Michael Pitt"
"[{'id': 36, 'name': 'History'}]",12246,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.",2007-09-20,Mongol: The Rise of Genghis Khan,6.5,165.0,Sergei Bodrov,"Tadanobu Asano, Sun Honglei, Khulan Chuluun"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12177,"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup.",2008-06-20,The Love Guru,4.3,243.0,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake"
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",13025,A group of young film students run into real-life zombies while filming a horror movie of their own.,2007-09-08,Diary of the Dead,5.4,194.0,George A. Romero,"Michelle Morgan, Joshua Close, Shawn Roberts"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7985,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.",2006-03-01,Penelope,6.5,409.0,Mark Palansky,"Christina Ricci, James McAvoy, Catherine O'Hara"
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",13016,"Zeitgeist: the Movie is a 2007 documentary film by Peter Joseph examining possible historical and modern conspiracies surrounding Christianity, the September 11, 2001 terrorist attacks and the Federal Reserve bank. It was officially released online on June 18, 2007 on www.ZeitgeistMovie.com",2007-06-01,Zeitgeist,7.0,173.0,Peter Joseph,
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",155,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,The Dark Knight,8.3,12269.0,Christopher Nolan,"Christian Bale, Michael Caine, Heath Ledger"
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",8456,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",2008-03-04,Never Back Down,6.5,511.0,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet"
"[{'id': 35, 'name': 'Comedy'}]",8457,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",2008-03-20,Drillbit Taylor,5.5,284.0,Steven Brill,"Owen Wilson, Leslie Mann, Josh Peck"
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8065,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",2008-03-27,21,6.5,1406.0,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth"
"[{'id': 27, 'name': 'Horror'}]",13312,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",2007-06-13,Inside,6.7,152.0,Alexandre Bustillo,"Béatrice Dalle, Alysson Paradis, Nathalie Roussel"
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10488,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,2008-04-03,Nim's Island,5.6,341.0,Jennifer Flackett,"Abigail Breslin, Jodie Foster, Gerard Butler"
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",11152,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",2008-04-02,The Ruins,5.6,270.0,Carter Smith,"Shawn Ashmore, Jonathan Tucker, Jena Malone"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",9870,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",2008-04-17,Forgetting Sarah Marshall,6.4,1194.0,Nicholas Stoller,"Jason Segel, Kristen Bell, Mila Kunis"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",11918,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",2008-03-27,Superhero Movie,4.9,394.0,Craig Mazin,"Drake Bell, Sara Paxton, Leslie Nielsen"
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1266,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",2008-04-10,Street Kings,6.3,369.0,David Ayer,"Keanu Reeves, Forest Whitaker, Chris Evans"
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",13335,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",2008-04-25,Harold & Kumar Escape from Guantanamo Bay,6.2,508.0,Jon Hurwitz,"John Cho, Kal Penn, Neil Patrick Harris"
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",8827,"Octave is the master of the universe. Octave exercises the profession of copywriter. Today he decides what you will want tomorrow. For him, “man is a product like everything else.” Octave works for the world’s largest advertising agency, Ross &amp; Witchcraft, nicknamed “The Ross.”",2007-09-25,99 francs,6.4,211.0,Jan Kounen,"Jean Dujardin, Vahina Giocante, Patrick Mille"
